marker_ID,EC,Epi,Fib,IC
PSMB9,0.8138180028940155,0.0,0.0,0.0
HEL-S-156an,0.8690557134187075,0.0,0.0,0.0
FAM241A,0.5153422564682643,0.0,0.0,0.0
KMT2E,0.9872696701494662,0.0,0.0,0.0
ELF1,1.0661670815257422,0.0,0.0,0.0
GNAI2,0.882799844608398,0.0,0.0,0.0
PIM3,1.0739247607924303,0.0,0.0,0.0
CDC37,1.0841095777742646,0.0,0.0,0.0
GJA1,0.8885806606830606,0.0,0.0,0.0
RDX,0.8292304591215178,0.0,0.0,0.0
PSMB8,0.8315955710156135,0.0,0.0,0.0
STAT3,0.9113627891013987,0.0,0.0,0.0
LIMS1,0.7979421128922005,0.0,0.0,0.0
JMJD1C,1.0844257225694502,0.0,0.0,0.0
MBNL1,0.6429069103416535,0.0,0.0,0.0
AKAP13,1.0445933966691487,0.0,0.0,0.0
CMIP,0.8438029873795989,0.0,0.0,0.0
C1orf63,0.8241095771802147,0.0,0.0,0.0
NECTIN2,0.7398229818724741,0.0,0.0,0.0
HSPA1B,0.5083804957423641,0.0,0.0,0.0
POLE4,0.749503811458766,0.0,0.0,0.0
PDLIM5,0.957767707993029,0.0,0.0,0.0
ISG15,0.7147079427841359,0.0,0.0,0.0
PTTG1IP,0.8690423135492332,0.0,0.0,0.0
CAPNS1,0.8131788346620235,0.0,0.0,0.0
EIF4B,0.963876662405555,0.0,0.0,0.0
PRMT1,0.8306446861894113,0.0,0.0,0.0
CANX,0.7495822935023375,0.0,0.0,0.0
ACTN4,0.6963469918997047,0.0,0.0,0.0
JAK1,0.7710036582202421,0.0,0.0,0.0
EIF3D,0.6825261685570093,0.0,0.0,0.0
BRD2,0.5123416353132287,0.0,0.0,0.0
ANP32B,0.5594535912823368,0.0,0.0,0.0
LOC51064,0.8457841762879035,0.0,0.0,0.0
PDCD6,0.7449700133144159,0.0,0.0,0.0
NDUFA12,0.6397574937643524,0.0,0.0,0.0
PPIG,0.7244041260920757,0.0,0.0,0.0
PAIP2,0.6544101078167667,0.0,0.0,0.0
JOSD3,0.6544101078167667,0.0,0.0,0.0
FBL,0.6525012947685239,0.0,0.0,0.0
RSRC2,0.7485927179584329,0.0,0.0,0.0
