marker_ID,Endo,Epi,Gran,Lym,Macro,Mono,Stromal,weight
7099,0.56,0.56,0.56,0.56,0.0,0.56,0.56,0.56
9896,,,,,0.0,,,0.0
94240,0.04133333333333333,0.04133333333333333,0.04133333333333333,0.04133333333333333,0.0,0.04133333333333333,0.04133333333333333,0.04133333333333333
11322,0.4627777777777778,0.4627777777777778,0.4627777777777778,0.4627777777777778,0.0,0.4627777777777778,0.4627777777777778,0.4627777777777778
3433,0.5883333333333334,0.5883333333333334,0.5883333333333334,0.5883333333333334,0.0,0.5883333333333334,0.5883333333333334,0.5883333333333334
122970,0.32666666666666666,0.32666666666666666,0.32666666666666666,0.32666666666666666,0.0,0.32666666666666666,0.32666666666666666,0.32666666666666666
84329,0.622,0.622,0.622,0.622,0.0,0.622,0.622,0.622
23557,,,,,0.0,,,0.0
3431,0.925,0.925,0.925,0.925,0.0,0.925,0.925,0.925
3029,,,,,0.0,,,0.0
1796,0.0380952380952381,0.0380952380952381,0.0380952380952381,0.0380952380952381,0.0,0.0380952380952381,0.0380952380952381,0.0380952380952381
55017,,,,,0.0,,,0.0
60492,,,,,0.0,,,0.0
26521,,,,,0.0,,,0.0
9034,0.72875,0.72875,0.72875,0.72875,0.0,0.72875,0.72875,0.72875
3434,0.27,0.27,0.27,0.27,0.0,0.27,0.27,0.27
126119,0.02666666666666667,0.02666666666666667,0.02666666666666667,0.02666666666666667,0.0,0.02666666666666667,0.02666666666666667,0.02666666666666667
83666,0.051250000000000004,0.051250000000000004,0.051250000000000004,0.051250000000000004,0.0,0.051250000000000004,0.051250000000000004,0.051250000000000004
10587,0.6065217391304348,0.6065217391304348,0.6065217391304348,0.6065217391304348,0.0,0.6065217391304348,0.6065217391304348,0.6065217391304348
57104,,,,,0.0,,,0.0
28985,,,,,0.0,,,0.0
84324,,,,,0.0,,,0.0
85437,,,,,0.0,,,0.0
29082,,,,,0.0,,,0.0
54502,0.684375,0.684375,0.684375,0.684375,0.0,0.684375,0.684375,0.684375
10043,,,,,0.0,,,0.0
7266,,,,,0.0,,,0.0
83547,0.7877777777777778,0.7877777777777778,0.7877777777777778,0.7877777777777778,0.0,0.7877777777777778,0.7877777777777778,0.7877777777777778
10346,0.645,0.645,0.645,0.645,0.0,0.645,0.645,0.645
55788,,,,,0.0,,,0.0
127018,,,,,0.0,,,0.0
56942,,,,,0.0,,,0.0
9637,0.162,0.162,0.162,0.162,0.0,0.162,0.162,0.162
55754,,,,,0.0,,,0.0
55080,0.20666666666666667,0.20666666666666667,0.20666666666666667,0.20666666666666667,0.0,0.20666666666666667,0.20666666666666667,0.20666666666666667
9111,0.388,0.388,0.388,0.388,0.0,0.388,0.388,0.388
51287,,,,,0.0,,,0.0
4731,,,,,0.0,,,0.0
51128,,,,,0.0,,,0.0
51184,,,,,0.0,,,0.0
840,0.07750000000000001,0.07750000000000001,0.07750000000000001,0.07750000000000001,0.0,0.07750000000000001,0.07750000000000001,0.07750000000000001
10475,0.75,0.75,0.75,0.75,0.0,0.75,0.75,0.75
3682,0.9175,0.9175,0.9175,0.9175,0.0,0.9175,0.9175,0.9175
